Diplôme (code),"Année 
de  
l'inscription",Version diplôme (code),Diplôme SISE (code),Diplôme SISE (type),Diplôme SISE intitulé 1 (lib.),Diplôme SISE intitulé 2 (lib.),"Diplôme 
intermédiaire
SISE (code)",Diplôme intermédiaire SISE (lib.)
SLA12,2013,12,2101621,LICENCE (LMD),"SCIENCES, TECHNOLOGIES, SANTE : MATHEMATIQUES APPLIQUEES ET SCIENCES SOCIALES",,1002740,"SCIENCES, TECHNOLOGIES, SANTE : MATHEMATIQUES APPLIQUEES ET SCIENCES SOCIALES"
SLA12,2014,12,2101621,LICENCE (LMD),"SCIENCES, TECHNOLOGIES, SANTE : MATHEMATIQUES APPLIQUEES ET SCIENCES SOCIALES",,1002740,"SCIENCES, TECHNOLOGIES, SANTE : MATHEMATIQUES APPLIQUEES ET SCIENCES SOCIALES"
SLA12,2012,120,2101621,LICENCE (LMD),"SCIENCES, TECHNOLOGIES, SANTE : MATHEMATIQUES APPLIQUEES ET SCIENCES SOCIALES",,,
SLA12,2013,120,2101621,LICENCE (LMD),"SCIENCES, TECHNOLOGIES, SANTE : MATHEMATIQUES APPLIQUEES ET SCIENCES SOCIALES",,,
SLA12,2014,120,2101621,LICENCE (LMD),"SCIENCES, TECHNOLOGIES, SANTE : MATHEMATIQUES APPLIQUEES ET SCIENCES SOCIALES",,,
SLC,2007,40,2100149,LICENCE (LMD),SCIENCES ET TECHNOLOGIES : CHIMIE,2100150,,
SLC08,2008,80,2100925,LICENCE (LMD),"SCIENCES, TECHNOLOGIES, SANTE : CHIMIE",,1001361,"SCIENCES, TECHNOLOGIES, SANTE : CHIMIE"
SLC08,2009,80,2100925,LICENCE (LMD),"SCIENCES, TECHNOLOGIES, SANTE : CHIMIE",,1001361,"SCIENCES, TECHNOLOGIES, SANTE : CHIMIE"
SLC08,2010,80,2100925,LICENCE (LMD),"SCIENCES, TECHNOLOGIES, SANTE : CHIMIE",,1001361,"SCIENCES, TECHNOLOGIES, SANTE : CHIMIE"
SLC08,2011,80,2100925,LICENCE (LMD),"SCIENCES, TECHNOLOGIES, SANTE : CHIMIE",,1001361,"SCIENCES, TECHNOLOGIES, SANTE : CHIMIE"
SLC12,2012,120,2100925,LICENCE (LMD),"SCIENCES, TECHNOLOGIES, SANTE : CHIMIE",,,
SLC12,2013,120,2100925,LICENCE (LMD),"SCIENCES, TECHNOLOGIES, SANTE : CHIMIE",,,
SLC12,2014,120,2100925,LICENCE (LMD),"SCIENCES, TECHNOLOGIES, SANTE : CHIMIE",,,
SLE,2007,40,2100940,LICENCE (LMD),"SCIENCES ET TECHNOLOGIES : ELECTRONIQUE, ELECTROTECHNIQUE ET AUTOMATIQUE",,,
SLEL,2008,80,2101826,LICENCE (LMD),"SCIENCES, TECHNOLOGIES, SANTE : ELECTRONIQUE",,1003082,"SCIENCES, TECHNOLOGIES, SANTE : ELECTRONIQUE"
SLEL,2009,80,2101826,LICENCE (LMD),"SCIENCES, TECHNOLOGIES, SANTE : ELECTRONIQUE",,1003082,"SCIENCES, TECHNOLOGIES, SANTE : ELECTRONIQUE"
SLEL,2010,80,2101826,LICENCE (LMD),"SCIENCES, TECHNOLOGIES, SANTE : ELECTRONIQUE",,1003082,"SCIENCES, TECHNOLOGIES, SANTE : ELECTRONIQUE"
SLEL,2011,80,2101826,LICENCE (LMD),"SCIENCES, TECHNOLOGIES, SANTE : ELECTRONIQUE",,1003082,"SCIENCES, TECHNOLOGIES, SANTE : ELECTRONIQUE"
SLEL12,2012,120,2101826,LICENCE (LMD),"SCIENCES, TECHNOLOGIES, SANTE : ELECTRONIQUE",,,
SLEL12,2013,120,2101826,LICENCE (LMD),"SCIENCES, TECHNOLOGIES, SANTE : ELECTRONIQUE",,,
SLEL12,2014,120,2101826,LICENCE (LMD),"SCIENCES, TECHNOLOGIES, SANTE : ELECTRONIQUE",,,
SLI,2007,40,2100010,LICENCE (LMD),SCIENCES ET TECHNOLOGIES : INFORMATIQUE,,,
SLI08,2008,80,2100927,LICENCE (LMD),"SCIENCES, TECHNOLOGIES, SANTE : INFORMATIQUE",,1001363,"SCIENCES, TECHNOLOGIES, SANTE : INFORMATIQUE"
SLI08,2009,80,2100927,LICENCE (LMD),"SCIENCES, TECHNOLOGIES, SANTE : INFORMATIQUE",,1001363,"SCIENCES, TECHNOLOGIES, SANTE : INFORMATIQUE"
SLI08,2010,80,2100927,LICENCE (LMD),"SCIENCES, TECHNOLOGIES, SANTE : INFORMATIQUE",,1001363,"SCIENCES, TECHNOLOGIES, SANTE : INFORMATIQUE"
SLI08,2011,80,2100927,LICENCE (LMD),"SCIENCES, TECHNOLOGIES, SANTE : INFORMATIQUE",,1001363,"SCIENCES, TECHNOLOGIES, SANTE : INFORMATIQUE"
SLI12,2012,120,2100927,LICENCE (LMD),"SCIENCES, TECHNOLOGIES, SANTE : INFORMATIQUE",,,
SLI12,2013,120,2100927,LICENCE (LMD),"SCIENCES, TECHNOLOGIES, SANTE : INFORMATIQUE",,,
SLI12,2014,120,2100927,LICENCE (LMD),"SCIENCES, TECHNOLOGIES, SANTE : INFORMATIQUE",,,
SLM,2007,40,2100009,LICENCE (LMD),SCIENCES ET TECHNOLOGIES : MATHEMATIQUES,,,
SLM08,2008,80,2100929,LICENCE (LMD),"SCIENCES, TECHNOLOGIES, SANTE : MATHEMATIQUES",,1001364,"SCIENCES, TECHNOLOGIES, SANTE : MATHEMATIQUES"
SLM08,2009,80,2100929,LICENCE (LMD),"SCIENCES, TECHNOLOGIES, SANTE : MATHEMATIQUES",,1001364,"SCIENCES, TECHNOLOGIES, SANTE : MATHEMATIQUES"
SLM08,2010,80,2100929,LICENCE (LMD),"SCIENCES, TECHNOLOGIES, SANTE : MATHEMATIQUES",,1001364,"SCIENCES, TECHNOLOGIES, SANTE : MATHEMATIQUES"
SLM08,2011,80,2100929,LICENCE (LMD),"SCIENCES, TECHNOLOGIES, SANTE : MATHEMATIQUES",,1001364,"SCIENCES, TECHNOLOGIES, SANTE : MATHEMATIQUES"
SLM12,2012,120,2100929,LICENCE (LMD),"SCIENCES, TECHNOLOGIES, SANTE : MATHEMATIQUES",,,
SLM12,2013,120,2100929,LICENCE (LMD),"SCIENCES, TECHNOLOGIES, SANTE : MATHEMATIQUES",,,
SLM12,2014,120,2100929,LICENCE (LMD),"SCIENCES, TECHNOLOGIES, SANTE : MATHEMATIQUES",,,
SLP,2007,40,2100164,LICENCE (LMD),SCIENCES ET TECHNOLOGIES : PHYSIQUE,,,
SLP08,2008,80,2100931,LICENCE (LMD),"SCIENCES, TECHNOLOGIES, SANTE : PHYSIQUE",,1001366,"SCIENCES, TECHNOLOGIES, SANTE : PHYSIQUE"
SLP08,2009,80,2100931,LICENCE (LMD),"SCIENCES, TECHNOLOGIES, SANTE : PHYSIQUE",,1001366,"SCIENCES, TECHNOLOGIES, SANTE : PHYSIQUE"
SLP08,2010,80,2100931,LICENCE (LMD),"SCIENCES, TECHNOLOGIES, SANTE : PHYSIQUE",,1001366,"SCIENCES, TECHNOLOGIES, SANTE : PHYSIQUE"
SLP08,2011,80,2100931,LICENCE (LMD),"SCIENCES, TECHNOLOGIES, SANTE : PHYSIQUE",,1001366,"SCIENCES, TECHNOLOGIES, SANTE : PHYSIQUE"
SLP12,2012,120,2100931,LICENCE (LMD),"SCIENCES, TECHNOLOGIES, SANTE : PHYSIQUE",,,
SLP12,2013,120,2100931,LICENCE (LMD),"SCIENCES, TECHNOLOGIES, SANTE : PHYSIQUE",,,
SLP12,2014,120,2100931,LICENCE (LMD),"SCIENCES, TECHNOLOGIES, SANTE : PHYSIQUE",,,
SLPC12,2013,12,2101393,LICENCE,"SCIENCES, TECHNOLOGIES, SANTE: PHYSIQUE-CHIMIE",,,
SLPC12,2014,12,2101393,LICENCE,"SCIENCES, TECHNOLOGIES, SANTE: PHYSIQUE-CHIMIE",,,
SLPC12,2012,120,2100713,LICENCE (LMD),"SCIENCES, TECHNOLOGIES, SANTE : PHYSIQUE -CHIMIE (ANNEE COMMUNE)",,,
SLPC12,2013,120,2100713,LICENCE (LMD),"SCIENCES, TECHNOLOGIES, SANTE : PHYSIQUE -CHIMIE (ANNEE COMMUNE)",,,
SLPC12,2014,120,2100713,LICENCE (LMD),"SCIENCES, TECHNOLOGIES, SANTE : PHYSIQUE -CHIMIE (ANNEE COMMUNE)",,,
SLPC12,2014,140,2300079,LIC LMD,PORTAIL PHYSIQUE-CHIMIE,,,
SLPDO12,2012,120,2003575,LICENCE PROF,SANTE,DOSIMETRIE ET RADIOPROTECTION MEDICALE,,
SLPDO12,2013,120,2003575,LICENCE PROF,SANTE,DOSIMETRIE ET RADIOPROTECTION MEDICALE,,
SLPDO12,2014,120,2003575,LICENCE PROF,SANTE,DOSIMETRIE ET RADIOPROTECTION MEDICALE,,
SLPGB12,2012,120,2002565,LICENCE PROF,BIOTECHNOLOGIES,"GENIE BIOLOGIQUE, MICROSCOPIE ET QUALITE",,
SLPGB12,2013,120,2002565,LICENCE PROF,BIOTECHNOLOGIES,"GENIE BIOLOGIQUE, MICROSCOPIE ET QUALITE",,
SLPGB12,2014,120,2002565,LICENCE PROF,BIOTECHNOLOGIES,"GENIE BIOLOGIQUE, MICROSCOPIE ET QUALITE",,
SLPGC12,2011,120,2006833,LICENCE PROF,GENIE CIVIL ET CONSTRUCTION,BATIMENTS A HAUTES PERFORMANCES ENERGETIQUES,,
SLPGC12,2012,120,2006833,LICENCE PROF,GENIE CIVIL ET CONSTRUCTION,BATIMENTS A HAUTES PERFORMANCES ENERGETIQUES,,
SLPGC12,2013,120,2006833,LICENCE PROF,GENIE CIVIL ET CONSTRUCTION,BATIMENTS A HAUTES PERFORMANCES ENERGETIQUES,,
SLPGC12,2014,120,2006833,LICENCE PROF,GENIE CIVIL ET CONSTRUCTION,BATIMENTS A HAUTES PERFORMANCES ENERGETIQUES,,
SLPIC12,2012,120,2002800,LICENCE PROF,INDUSTRIES CHIMIQUES ET PHARMACEUTIQUES,ANALYSE ET CONTROLE,,
SLPIC12,2013,120,2002800,LICENCE PROF,INDUSTRIES CHIMIQUES ET PHARMACEUTIQUES,ANALYSE ET CONTROLE,,
SLPIC12,2014,120,2002800,LICENCE PROF,INDUSTRIES CHIMIQUES ET PHARMACEUTIQUES,ANALYSE ET CONTROLE,,
SLSF12,2013,12,2101829,DEUG INTERMEDIAIRE,"SCIENCES, TECHNOLOGIES, SANTE : MATHEMATIQUES - INFORMATIQUE - PHYSIQUE - ELECTRONIQUE (ANNEE COMMUNE)",,,
SLSF12,2014,12,2101829,DEUG INTERMEDIAIRE,"SCIENCES, TECHNOLOGIES, SANTE : MATHEMATIQUES - INFORMATIQUE - PHYSIQUE - ELECTRONIQUE (ANNEE COMMUNE)",,,
SLSF12,2014,140,2300073,LIC LMD,PORTAIL MATHEMATIQUES-INFORMATIQUE-PHYSIQUE-ELECTRONIQUE,,,
SLT,2007,40,2100173,LICENCE (LMD),SCIENCES ET TECHNOLOGIES : SCIENCES DE LA TERRE,,,
SLTE,2008,80,2100756,LICENCE (LMD),"SCIENCES, TECHNOLOGIES, SANTE : SCIENCES DE LA TERRE ET DE L'ENVIRONNEMENT",,1001229,"SCIENCES, TECHNOLOGIES, SANTE : SCIENCES DE LA TERRE ET DE L'ENVIRONNEMENT"
SLTE,2009,80,2100756,LICENCE (LMD),"SCIENCES, TECHNOLOGIES, SANTE : SCIENCES DE LA TERRE ET DE L'ENVIRONNEMENT",,1001229,"SCIENCES, TECHNOLOGIES, SANTE : SCIENCES DE LA TERRE ET DE L'ENVIRONNEMENT"
SLTE,2010,80,2100756,LICENCE (LMD),"SCIENCES, TECHNOLOGIES, SANTE : SCIENCES DE LA TERRE ET DE L'ENVIRONNEMENT",,1001229,"SCIENCES, TECHNOLOGIES, SANTE : SCIENCES DE LA TERRE ET DE L'ENVIRONNEMENT"
SLTE,2011,80,2100756,LICENCE (LMD),"SCIENCES, TECHNOLOGIES, SANTE : SCIENCES DE LA TERRE ET DE L'ENVIRONNEMENT",,1001229,"SCIENCES, TECHNOLOGIES, SANTE : SCIENCES DE LA TERRE ET DE L'ENVIRONNEMENT"
SLTE12,2012,12,2100756,LICENCE (LMD),"SCIENCES, TECHNOLOGIES, SANTE : SCIENCES DE LA TERRE ET DE L'ENVIRONNEMENT",,,
SLTE12,2013,12,2100756,LICENCE (LMD),"SCIENCES, TECHNOLOGIES, SANTE : SCIENCES DE LA TERRE ET DE L'ENVIRONNEMENT",,,
SLTE12,2014,12,2100756,LICENCE (LMD),"SCIENCES, TECHNOLOGIES, SANTE : SCIENCES DE LA TERRE ET DE L'ENVIRONNEMENT",,,
SLTE12,2012,120,2100756,LICENCE (LMD),"SCIENCES, TECHNOLOGIES, SANTE : SCIENCES DE LA TERRE ET DE L'ENVIRONNEMENT",,,
SLTE12,2013,120,2100756,LICENCE (LMD),"SCIENCES, TECHNOLOGIES, SANTE : SCIENCES DE LA TERRE ET DE L'ENVIRONNEMENT",,,
SLTE12,2014,120,2100756,LICENCE (LMD),"SCIENCES, TECHNOLOGIES, SANTE : SCIENCES DE LA TERRE ET DE L'ENVIRONNEMENT",,,
SLTE12,2014,140,2300037,LICENCE (LMD),SCIENCES DE LA TERRE,,,
SLV,2007,40,2100177,LICENCE (LMD),SCIENCES ET TECHNOLOGIES : SCIENCES DE LA VIE,,,
SLVS,2008,80,2101629,LICENCE (LMD),"SCIENCES, TECHNOLOGIES, SANTE : SCIENCES DE LA VIE ET DE LA SANTE",,1002576,"SCIENCES, TECHNOLOGIES, SANTE : SCIENCES DE LA VIE ET DE LA SANTE"
SLVS,2009,80,2101629,LICENCE (LMD),"SCIENCES, TECHNOLOGIES, SANTE : SCIENCES DE LA VIE ET DE LA SANTE",,1002576,"SCIENCES, TECHNOLOGIES, SANTE : SCIENCES DE LA VIE ET DE LA SANTE"
SLVS,2010,80,2101629,LICENCE (LMD),"SCIENCES, TECHNOLOGIES, SANTE : SCIENCES DE LA VIE ET DE LA SANTE",,1002576,"SCIENCES, TECHNOLOGIES, SANTE : SCIENCES DE LA VIE ET DE LA SANTE"
SLVS,2011,80,2101629,LICENCE (LMD),"SCIENCES, TECHNOLOGIES, SANTE : SCIENCES DE LA VIE ET DE LA SANTE",,1002576,"SCIENCES, TECHNOLOGIES, SANTE : SCIENCES DE LA VIE ET DE LA SANTE"
SLVS12,2012,12,2101629,LICENCE (LMD),"SCIENCES, TECHNOLOGIES, SANTE : SCIENCES DE LA VIE ET DE LA SANTE",,,
SLVS12,2013,12,2101629,LICENCE (LMD),"SCIENCES, TECHNOLOGIES, SANTE : SCIENCES DE LA VIE ET DE LA SANTE",,,
SLVS12,2014,12,2101629,LICENCE (LMD),"SCIENCES, TECHNOLOGIES, SANTE : SCIENCES DE LA VIE ET DE LA SANTE",,,
SLVS12,2012,120,2101629,LICENCE (LMD),"SCIENCES, TECHNOLOGIES, SANTE : SCIENCES DE LA VIE ET DE LA SANTE",,,
SLVS12,2013,120,2101629,LICENCE (LMD),"SCIENCES, TECHNOLOGIES, SANTE : SCIENCES DE LA VIE ET DE LA SANTE",,,
SLVS12,2014,120,2101629,LICENCE (LMD),"SCIENCES, TECHNOLOGIES, SANTE : SCIENCES DE LA VIE ET DE LA SANTE",,,
SLVS12,2014,140,2300036,LICENCE (LMD),SCIENCES DE LA VIE,,,
SLVT12,2014,140,2300038,LICENCE (LMD),SCIENCES DE LA VIE ET DE LA TERRE,,,
SMA,2007,951,7130001,PREP AGREG,MATHEMATIQUES,,,
SMA,2008,951,7130001,PREP AGREG,MATHEMATIQUES,,,
SMA,2009,951,7130001,PREP AGREG,MATHEMATIQUES,,,
SMB,2007,40,2221709,MASTER (LMD),"SCIENCES, TECHNOLOGIES ET SANTE : SCIENCES DE LA VIE ET DE LA SANTE",BIOCHIMIE,2004947,"SCIENCES, TECHNOLOGIES ET SANTE : SCIENCES DE LA VIE ET DE LA SANTE"
SMC,2007,40,2200748,MASTER (LMD),"SCIENCES, TECHNOLOGIES ET SANTE : CHIMIE",,2004943,"SCIENCES, TECHNOLOGIES ET SANTE : CHIMIE"
SMC12,2012,12,2200106,MASTER (LMD),"SCIENCES, TECHNOLOGIES, SANTE : CHIMIE",,2005012,"SCIENCES, TECHNOLOGIES, SANTE : CHIMIE"
SMC12,2013,12,2200106,MASTER (LMD),"SCIENCES, TECHNOLOGIES, SANTE : CHIMIE",,2005012,"SCIENCES, TECHNOLOGIES, SANTE : CHIMIE"
SMC12,2014,12,2200106,MASTER (LMD),"SCIENCES, TECHNOLOGIES, SANTE : CHIMIE",,2005012,"SCIENCES, TECHNOLOGIES, SANTE : CHIMIE"
SMC12,2012,121,2221705,MASTER (LMD),"SCIENCES, TECHNOLOGIES, SANTE : CHIMIE",MACROMOLECULES AROMES PARFUMS ENVIRONNEMENT (MAPE),,
SMC12,2013,121,2221705,MASTER (LMD),"SCIENCES, TECHNOLOGIES, SANTE : CHIMIE",MACROMOLECULES AROMES PARFUMS ENVIRONNEMENT (MAPE),,
SMC12,2014,121,2221705,MASTER (LMD),"SCIENCES, TECHNOLOGIES, SANTE : CHIMIE",MACROMOLECULES AROMES PARFUMS ENVIRONNEMENT (MAPE),,
SMC12,2012,122,2212304,MASTER (LMD),"SCIENCES, TECHNOLOGIES ET SANTE : CHIMIE",FORMULATION-QUALITE (FOQUAL),,
SMC12,2013,122,2212304,MASTER (LMD),"SCIENCES, TECHNOLOGIES ET SANTE : CHIMIE",FORMULATION-QUALITE (FOQUAL),,
SMC12,2014,122,2212304,MASTER (LMD),"SCIENCES, TECHNOLOGIES ET SANTE : CHIMIE",FORMULATION-QUALITE (FOQUAL),,
SMC12,2012,123,2216838,MASTER (LMD),"SCIENCES,TECHNOLOGIES,SANTE:CHIMIE",MATERIAUX-QUALITE ET MANAGEMENT,,
SMC12,2014,123,2216838,MASTER (LMD),"SCIENCES,TECHNOLOGIES,SANTE:CHIMIE",MATERIAUX-QUALITE ET MANAGEMENT,,
SMCFO08,2008,80,2212304,MASTER (LMD),"SCIENCES, TECHNOLOGIES ET SANTE : CHIMIE",FORMULATION-QUALITE (FOQUAL),2005012,"SCIENCES, TECHNOLOGIES, SANTE : CHIMIE"
SMCFO08,2009,80,2212304,MASTER (LMD),"SCIENCES, TECHNOLOGIES ET SANTE : CHIMIE",FORMULATION-QUALITE (FOQUAL),2005012,"SCIENCES, TECHNOLOGIES, SANTE : CHIMIE"
SMCFO08,2010,80,2212304,MASTER (LMD),"SCIENCES, TECHNOLOGIES ET SANTE : CHIMIE",FORMULATION-QUALITE (FOQUAL),2005012,"SCIENCES, TECHNOLOGIES, SANTE : CHIMIE"
SMCFO08,2011,80,2212304,MASTER (LMD),"SCIENCES, TECHNOLOGIES ET SANTE : CHIMIE",FORMULATION-QUALITE (FOQUAL),2005012,"SCIENCES, TECHNOLOGIES, SANTE : CHIMIE"
SMCFOQ,2007,40,2212304,MASTER (LMD),"SCIENCES, TECHNOLOGIES ET SANTE : CHIMIE",FORMULATION-QUALITE (FOQUAL),,
SMCVE08,2008,80,2221705,MASTER (LMD),"SCIENCES, TECHNOLOGIES, SANTE : CHIMIE",MACROMOLECULES AROMES PARFUMS ENVIRONNEMENT (MAPE),2005012,"SCIENCES, TECHNOLOGIES, SANTE : CHIMIE"
SMCVE08,2009,80,2221705,MASTER (LMD),"SCIENCES, TECHNOLOGIES, SANTE : CHIMIE",MACROMOLECULES AROMES PARFUMS ENVIRONNEMENT (MAPE),2005012,"SCIENCES, TECHNOLOGIES, SANTE : CHIMIE"
SMCVE08,2010,80,2221705,MASTER (LMD),"SCIENCES, TECHNOLOGIES, SANTE : CHIMIE",MACROMOLECULES AROMES PARFUMS ENVIRONNEMENT (MAPE),2005012,"SCIENCES, TECHNOLOGIES, SANTE : CHIMIE"
SMCVE08,2011,80,2221705,MASTER (LMD),"SCIENCES, TECHNOLOGIES, SANTE : CHIMIE",MACROMOLECULES AROMES PARFUMS ENVIRONNEMENT (MAPE),2005012,"SCIENCES, TECHNOLOGIES, SANTE : CHIMIE"
SMCVEM,2007,40,2221705,MASTER (LMD),"SCIENCES, TECHNOLOGIES, SANTE : CHIMIE",MACROMOLECULES AROMES PARFUMS ENVIRONNEMENT (MAPE),,
SME,2007,40,2200749,MASTER (LMD),"SCIENCES, TECHNOLOGIES ET SANTE : EEA",,2004949,"SC, TECH ET SANTE : SCI ET TECHNO DE L'INFO ET DE LA COMM (secteur 15)"
SMEGB08,2008,80,2215133,MASTER (LMD),"SCIENCES, TECHNOLOGIES, SANTE : ELECTRONIQUE","ELECTRONIQUE, SYSTEMES ET TELECOMMUNICATIONS",2008995,"SCIENCES, TECHNOLOGIES, SANTE : ELECTRONIQUE"
SMEGB08,2009,80,2215133,MASTER (LMD),"SCIENCES, TECHNOLOGIES, SANTE : ELECTRONIQUE","ELECTRONIQUE, SYSTEMES ET TELECOMMUNICATIONS",2008995,"SCIENCES, TECHNOLOGIES, SANTE : ELECTRONIQUE"
SMEGB08,2010,80,2215133,MASTER (LMD),"SCIENCES, TECHNOLOGIES, SANTE : ELECTRONIQUE","ELECTRONIQUE, SYSTEMES ET TELECOMMUNICATIONS",2008995,"SCIENCES, TECHNOLOGIES, SANTE : ELECTRONIQUE"
SMEGB08,2011,80,2215133,MASTER (LMD),"SCIENCES, TECHNOLOGIES, SANTE : ELECTRONIQUE","ELECTRONIQUE, SYSTEMES ET TELECOMMUNICATIONS",2008995,"SCIENCES, TECHNOLOGIES, SANTE : ELECTRONIQUE"
SMEL12,2012,12,2205990,MASTER (LMD),"SCIENCES,TECHNOLOGIES,SANTE:ELECTRONIQUE","ELECTRONIQUE,SYSTEMES ET TELECOMMUNICATIONS",2008995,"SCIENCES, TECHNOLOGIES, SANTE : ELECTRONIQUE"
SMEL12,2013,12,2205990,MASTER (LMD),"SCIENCES,TECHNOLOGIES,SANTE:ELECTRONIQUE","ELECTRONIQUE,SYSTEMES ET TELECOMMUNICATIONS",2008995,"SCIENCES, TECHNOLOGIES, SANTE : ELECTRONIQUE"
SMEL12,2014,12,2205990,MASTER (LMD),"SCIENCES,TECHNOLOGIES,SANTE:ELECTRONIQUE","ELECTRONIQUE,SYSTEMES ET TELECOMMUNICATIONS",2008995,"SCIENCES, TECHNOLOGIES, SANTE : ELECTRONIQUE"
SMEL12,2012,120,2205990,MASTER (LMD),"SCIENCES,TECHNOLOGIES,SANTE:ELECTRONIQUE","ELECTRONIQUE,SYSTEMES ET TELECOMMUNICATIONS",,
SMEL12,2013,120,2205990,MASTER (LMD),"SCIENCES,TECHNOLOGIES,SANTE:ELECTRONIQUE","ELECTRONIQUE,SYSTEMES ET TELECOMMUNICATIONS",,
SMEL12,2014,120,2205990,MASTER (LMD),"SCIENCES,TECHNOLOGIES,SANTE:ELECTRONIQUE","ELECTRONIQUE,SYSTEMES ET TELECOMMUNICATIONS",,
SMETS08,2008,80,2202054,MASTER (LMD),"SCIENCES, TECHNOLOGIES, SANTE : ELECTRONIQUE",TELECOMMUNICATIONS ET SYSTEMES MICROELECTRONIQUES,2008995,"SCIENCES, TECHNOLOGIES, SANTE : ELECTRONIQUE"
SMETS08,2009,80,2202054,MASTER (LMD),"SCIENCES, TECHNOLOGIES, SANTE : ELECTRONIQUE",TELECOMMUNICATIONS ET SYSTEMES MICROELECTRONIQUES,2008995,"SCIENCES, TECHNOLOGIES, SANTE : ELECTRONIQUE"
SMETS08,2010,80,2202054,MASTER (LMD),"SCIENCES, TECHNOLOGIES, SANTE : ELECTRONIQUE",TELECOMMUNICATIONS ET SYSTEMES MICROELECTRONIQUES,2008995,"SCIENCES, TECHNOLOGIES, SANTE : ELECTRONIQUE"
SMETS08,2011,80,2202054,MASTER (LMD),"SCIENCES, TECHNOLOGIES, SANTE : ELECTRONIQUE",TELECOMMUNICATIONS ET SYSTEMES MICROELECTRONIQUES,2008995,"SCIENCES, TECHNOLOGIES, SANTE : ELECTRONIQUE"
SMI,2007,40,2200750,MASTER (LMD),"SCIENCES, TECHNOLOGIES ET SANTE : INFORMATIQUE",,2004950,"SC, TECH ET SANTE : SCI ET TECHNO DE L'INFO ET DE LA COMM (secteur 14)"
SMIAG12,2012,12,2201275,MASTER LMD,METHODES INFORMATIQUES APPLIQUEES A LA GESTION DES ENTREPRISES (MIAGE),,2009251,"SCIENCES, TECHNOLOGIES, SANTE : METHODES INFORMATIQUES APPLIQUEES A LA GESTION DES ENTREPRISES (MIAGE)"
SMIAG12,2013,12,2201275,MASTER LMD,METHODES INFORMATIQUES APPLIQUEES A LA GESTION DES ENTREPRISES (MIAGE),,2009251,"SCIENCES, TECHNOLOGIES, SANTE : METHODES INFORMATIQUES APPLIQUEES A LA GESTION DES ENTREPRISES (MIAGE)"
SMIAG12,2014,12,2201275,MASTER LMD,METHODES INFORMATIQUES APPLIQUEES A LA GESTION DES ENTREPRISES (MIAGE),,2009251,"SCIENCES, TECHNOLOGIES, SANTE : METHODES INFORMATIQUES APPLIQUEES A LA GESTION DES ENTREPRISES (MIAGE)"
SMIAG12,2012,121,2202176,MASTER (LMD),"SCIENCES, TECHNOLOGIES, SANTE : METHODES INFORMATIQUES APPLIQUEES A LA GESTIONS DES ENTREPRISES (MIAGE)",NOUVELLES TECHNOLOGIES ET DIRECTION DE PROJETS,,
SMIAG12,2013,121,2202176,MASTER (LMD),"SCIENCES, TECHNOLOGIES, SANTE : METHODES INFORMATIQUES APPLIQUEES A LA GESTIONS DES ENTREPRISES (MIAGE)",NOUVELLES TECHNOLOGIES ET DIRECTION DE PROJETS,,
SMIAG12,2014,121,2202176,MASTER (LMD),"SCIENCES, TECHNOLOGIES, SANTE : METHODES INFORMATIQUES APPLIQUEES A LA GESTIONS DES ENTREPRISES (MIAGE)",NOUVELLES TECHNOLOGIES ET DIRECTION DE PROJETS,,
SMIAG12,2012,122,2202160,MASTER (LMD),"SCIENCES, TECHNOLOGIES, SANTE : METHODES INFORMATIQUES APPLIQUEES A LA GESTION DES ENTREPRISES (MIAGE)",SYSTEMES D'INFORMATION ET MANAGEMENT DU RISQUE (SIRIS),,
SMIAG12,2013,122,2202160,MASTER (LMD),"SCIENCES, TECHNOLOGIES, SANTE : METHODES INFORMATIQUES APPLIQUEES A LA GESTION DES ENTREPRISES (MIAGE)",SYSTEMES D'INFORMATION ET MANAGEMENT DU RISQUE (SIRIS),,
SMIAG12,2014,122,2202160,MASTER (LMD),"SCIENCES, TECHNOLOGIES, SANTE : METHODES INFORMATIQUES APPLIQUEES A LA GESTION DES ENTREPRISES (MIAGE)",SYSTEMES D'INFORMATION ET MANAGEMENT DU RISQUE (SIRIS),,
SMIAG12,2012,123,2206061,MASTER (LMD),"SCIENCES,TECHNOLOGIES,SANTE:INGENIERIE POUR LES SYSTEMES DE SANTE ET L'AUTONOMIE","MOBIQUITE,BASES DE DONNEES ET INTEGRATION DE SYSTEMES",,
SMIAG12,2013,123,2206061,MASTER (LMD),"SCIENCES,TECHNOLOGIES,SANTE:INGENIERIE POUR LES SYSTEMES DE SANTE ET L'AUTONOMIE","MOBIQUITE,BASES DE DONNEES ET INTEGRATION DE SYSTEMES",,
SMIAG12,2014,123,2206061,MASTER (LMD),"SCIENCES,TECHNOLOGIES,SANTE:INGENIERIE POUR LES SYSTEMES DE SANTE ET L'AUTONOMIE","MOBIQUITE,BASES DE DONNEES ET INTEGRATION DE SYSTEMES",,
SMIAG12,2012,124,2206062,MASTER (LMD),"SCIENCES,TECHNOLOGIES,SANTE:INGENIERIE POUR LES SYSTEMES DE SANTE ET L'AUTONOMIE",SCIENCES DE LA DECISION,,
SMIAG12,2013,124,2206062,MASTER (LMD),"SCIENCES,TECHNOLOGIES,SANTE:INGENIERIE POUR LES SYSTEMES DE SANTE ET L'AUTONOMIE",SCIENCES DE LA DECISION,,
